16.02.2018 00:01:41:241 || Form1.Create Start
16.02.2018 18:30:18:218 |201822133847263| UActPlayList.LoadDefaultClipToPlayer MyPanelAir.SetValues
16.02.2018 18:30:18:218 |201822133847263| UActPlayList.LoadDefaultClipToPlayer Пустой клип загружен.
16.02.2018 18:30:18:218 |201822133847263| Message:WMEraseBackGround
16.02.2018 18:30:18:218 |201822133847263| UInitForms.UpdatePanelPrepare
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTLNames.Draw Start
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneScaler.Draw Height=25
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneEditTL.Draw Grid=GridTimeLines Top=45 Height=105
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Clear
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=0 IDTimeline=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=1 IDTimeline=21
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=2 IDTimeline=41
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Init Result=113
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Draw Grid=GridTimeLines Top=162 Height=113
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=0
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=2
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneReview.Draw Top=283 Height=45
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTLNames.Draw Finish
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:18:218 |201822133847263| UGrid.initgrid Grid=GridGRTemplate Width=355
16.02.2018 18:30:18:218 |201822133847263| UGrid.MyGridDeleteRow Grid=GridGRTemplate Row=1
16.02.2018 18:30:18:218 |201822133847263| UGrid.GridClear Row=1
16.02.2018 18:30:18:218 |201822133847263| UGrid.GridAddRow Grid=GridGRTemplate Result=1
16.02.2018 18:30:18:218 |201822133847263| UGrid.GridAddRow Grid=GridGRTemplate Result=1
16.02.2018 18:30:18:218 |201822133847263| UInitForms.UpdatePanelAir
16.02.2018 18:30:18:218 |201822133847263| UCommon.TemplateToScreen-2 Clear
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.InitTimelines Start
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.WriteToBuffer
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.ClearTimeline
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=1 Position=0
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=1 Result=0
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=21 Position=1
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=21 Result=1
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=41 Position=2
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=41 Result=2
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:18:218 |201822133847263| UGRTimelines.TTLZone.InitTimelines Finish
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTLNames.Draw Start
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneScaler.Draw Height=25
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneEditTL.Draw Grid=GridTimeLines Top=45 Height=105
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Clear
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=0 IDTimeline=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=1 IDTimeline=21
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Add Result=2 IDTimeline=41
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Init Result=113
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TNamesTL.Draw Grid=GridTimeLines Top=162 Height=113
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=0
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=1
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=2
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TZoneReview.Draw Top=283 Height=45
16.02.2018 18:30:18:218 |201822133847263| UDrawTimelines.TTLNames.Draw Finish
16.02.2018 18:30:18:218 |201822133847263| TForm1.Label2Click Finish
16.02.2018 18:30:18:218 |201822133847263| UCommon.SetMainGridPanel Start
16.02.2018 18:30:18:218 |201822133847263| Message:WMEraseBackGround
16.02.2018 18:30:18:218 |201822133847263| UCommon.SetMainGridPanel MainGrid=projects
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList Start GridClips
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\Брейгель поклонение волхвов fin.movНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\I_S_Bah_Fantaziya_Bolshoj_Organ_Kafedralnogo_-_Esli_muzyka_Mocarta_prakticheski_dostigla_sovershenstva_i (1).mp3Не существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\Детские\Вове посмотреть\Fantomas Collection HD\Fanto?mas se de?chai?ne (HD).m4vНайден
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-2 GridClips File=Не существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0734.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0738.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0671.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0672.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0677.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0678.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708 (2).MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708.MOVНе существует
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\home\ARM_editor\АРМ РЕДАКТОРА VLC 02032018\Projects\Clips\DSC_0739.MOVНайден
16.02.2018 18:30:18:218 |201822133847263| UCommon.CheckedClipsInList Finish GridClips
16.02.2018 18:30:18:218 |201822133847263| Start Uplaylists.findclipposition Grid=GridClips ClipID=
16.02.2018 18:30:18:218 |201822133847263| UGrid.MyGridDeleteRow Grid=GridActPlayList Row=1
16.02.2018 18:30:18:218 |201822133847263| UCommon.SetMainGridPanel Finish
16.02.2018 18:30:18:218 |201822133847263| UCommon.ClearClipsStatusPlay
16.02.2018 18:30:18:218 |201822133847263| Start Uplaylists.findclipposition Grid=GridClips ClipID=
16.02.2018 18:30:18:218 |201822133847263| UGrid.MyGridDeleteRow Grid=GridActPlayList Row=1
16.02.2018 18:30:21:221 |201822133847263| TForm1.sbClipsClick
16.02.2018 18:30:21:221 |201822133847263| UCommon.SetMainGridPanel Start
16.02.2018 18:30:21:221 |201822133847263| Message:WMEraseBackGround
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList Start GridClips
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\Брейгель поклонение волхвов fin.movНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\I_S_Bah_Fantaziya_Bolshoj_Organ_Kafedralnogo_-_Esli_muzyka_Mocarta_prakticheski_dostigla_sovershenstva_i (1).mp3Не существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\Детские\Вове посмотреть\Fantomas Collection HD\Fanto?mas se de?chai?ne (HD).m4vНайден
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-2 GridClips File=Не существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0734.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0738.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0671.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0672.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0677.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0678.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708 (2).MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\home\ARM_editor\АРМ РЕДАКТОРА VLC 02032018\Projects\Clips\DSC_0739.MOVНайден
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList Finish GridClips
16.02.2018 18:30:21:221 |201822133847263| UCommon.SetMainGridPanel MainGrid=clips
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList Start GridClips
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\Брейгель поклонение волхвов fin.movНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Брегель\I_S_Bah_Fantaziya_Bolshoj_Organ_Kafedralnogo_-_Esli_muzyka_Mocarta_prakticheski_dostigla_sovershenstva_i (1).mp3Не существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\Детские\Вове посмотреть\Fantomas Collection HD\Fanto?mas se de?chai?ne (HD).m4vНайден
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-2 GridClips File=Не существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0729.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0734.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0738.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0671.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0672.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0677.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0678.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708 (2).MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList-1 GridClips File=C:\last\Погоня\DSC_0708.MOVНе существует
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList GridClips File=G:\home\ARM_editor\АРМ РЕДАКТОРА VLC 02032018\Projects\Clips\DSC_0739.MOVНайден
16.02.2018 18:30:21:221 |201822133847263| UCommon.CheckedClipsInList Finish GridClips
16.02.2018 18:30:21:221 |201822133847263| Start Uplaylists.findclipposition Grid=GridClips ClipID=
16.02.2018 18:30:21:221 |201822133847263| UGrid.MyGridDeleteRow Grid=GridActPlayList Row=1
16.02.2018 18:30:21:221 |201822133847263| UCommon.SetMainGridPanel Finish
16.02.2018 18:30:23:223 |201822133847263| TForm1.GridClipsMouseUp X=163 Y=695
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridColX-1 Grid=GridClips X=163 Result=3
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=695 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-2 Grid=GridClips Y=695 Result=15
16.02.2018 18:30:23:223 |201822133847263| Start Uplaylists.findclipposition Grid=GridClips ClipID=
16.02.2018 18:30:23:223 |201822133847263| UGrid.MyGridDeleteRow Grid=GridActPlayList Row=1
16.02.2018 18:30:23:223 |201822133847263| TForm1.GridClipsMouseUp X=68 Y=700
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridColX-1 Grid=GridClips X=68 Result=2
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-4 Grid=GridClips Y=700 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGrid.GridClickRow-2 Grid=GridClips Y=700 Result=15
16.02.2018 18:30:23:223 |201822133847263| UCommon.PlayClipFromClipsList PredClipID=201822192059145
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadClipsToPlayer Start
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadClipsToPlayer - Очистка памяти
16.02.2018 18:30:23:223 |201822133847263| TForm1.Label2Click Start
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer Start
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer - Очистка памяти
16.02.2018 18:30:23:223 |201822133847263| UMyFiles.DeleteFilesMask Dir=G:\home\ARM_editor\АРМ РЕДАКТОРА VLC 02022018\Projects\Temp Mask=*.undo
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer-Очистка UNDO
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer |  | File:  | Clip:  | ClipID= | Start= | Duration= 00:07:00:00
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer MyStartPlay=-00:00:00:01 Synchro=false
16.02.2018 18:30:23:223 |201822133847263| UCommon.SwitcherVideoPanels Command=1
16.02.2018 18:30:23:223 |201822133847263| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=0 Mark:=false SwitcherVideoPanels-2
16.02.2018 18:30:23:223 |201822133847263| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=1 Mark:=false SwitcherVideoPanels-2
16.02.2018 18:30:23:223 |201822133847263| UCommon.TemplateToScreen-2 Clear
16.02.2018 18:30:23:223 |201822133847263| UMyFiles.LoadClipEditingFromFile Start ClipName=defaultclip
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearTimeline
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLParameters.UpdateParameters
16.02.2018 18:30:23:223 |201822133847263| UPlayer.MediaPause mode=paused | Файл : Пусто
16.02.2018 18:30:23:223 |201822133847263| UMain.StopMyTimer
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer TypeTL=tlDevise
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer ZoneNames.Edit.IDTimeline=1 Position=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTLNames.Draw Start
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneScaler.Draw Height=25
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.Draw Grid=GridTimeLines Top=45 Height=105
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Clear
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=0 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=1 IDTimeline=21
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=2 IDTimeline=41
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Init Result=113
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Draw Grid=GridTimeLines Top=162 Height=113
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=0
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=2
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneReview.Draw Top=283 Height=45
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTLNames.Draw Finish
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer ZoneNames.Draw
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.InitTimelines Start
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.WriteToBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearTimeline
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=1 Position=0
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=1 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=21 Position=1
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=21 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=41 Position=2
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=41 Result=-1
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.InitTimelines Finish
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer TLZone.DrawBitmap
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer TLZone.DrawTimelines
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer CurrentEvents : Number=-1 Image=
16.02.2018 18:30:23:223 |201822133847263| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=0 Mark:=false LoadDefaultClipToPlayer-2
16.02.2018 18:30:23:223 |201822133847263| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=1 Mark:=false LoadDefaultClipToPlayer-2
16.02.2018 18:30:23:223 |201822133847263| UCommon.TemplateToScreen-2 Clear
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer TemplateToScreen
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer MyPanelAir.AirDevices.Init TLZone.TLEditor.Index=1
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer MyPanelAir.SetValues
16.02.2018 18:30:23:223 |201822133847263| UActPlayList.LoadDefaultClipToPlayer Пустой клип загружен.
16.02.2018 18:30:23:223 |201822133847263| Message:WMEraseBackGround
16.02.2018 18:30:23:223 |201822133847263| UInitForms.UpdatePanelPrepare
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTLNames.Draw Start
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneScaler.Draw Height=25
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.Draw Grid=GridTimeLines Top=45 Height=105
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Clear
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=0 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=1 IDTimeline=21
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Add Result=2 IDTimeline=41
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Init Result=113
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TNamesTL.Draw Grid=GridTimeLines Top=162 Height=113
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=0
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=1
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTimeLineName.Draw Position=2
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneReview.Draw Top=283 Height=45
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TTLNames.Draw Finish
16.02.2018 18:30:23:223 |201822133847263| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
16.02.2018 18:30:23:223 |201822133847263| UInitForms.UpdatePanelAir
16.02.2018 18:30:23:223 |201822133847263| UCommon.TemplateToScreen-2 Clear
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.InitTimelines Start
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.WriteToBuffer
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.ClearTimeline
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=1 Position=0
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.FindInBuffer IDTimeline=1 Result=0
16.02.2018 18:30:23:223 |201822133847263| UGRTimelines.TTLZone.AddTimeline IDTimeline=21 Position=1
