22.01.2018 12:27:28:128 || Form1.Create Start
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UMyFiles.LoadGridFromFile Finish FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Temp\ImageTemplates.lst Grid=GridGRTemplate
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201752614713643.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201752614713643.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20175261472191.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20175261472191.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201752614749387.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201752614749387.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20175261480899.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20175261480899.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113418392.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113418392.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113457723.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113457723.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113526744.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201753113526744.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20176321422664.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20176321422664.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20176321440111.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\20176321440111.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TMyCell.LoadJpeg File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201764155155639.jpeg Width=128 Height=80
22.01.2018 12:42:23:123 |2017522182734909| UGrid.GridImageReload Grid=GridGRTemplate File=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Templates\201764155155639.jpeg
22.01.2018 12:42:23:123 |2017522182734909| UMyFiles.LoadGridFromFile Start FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Temp\Clips.lst Grid=GridClips
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UMyFiles.LoadGridFromFile Finish FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Temp\Clips.lst Grid=GridClips
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Start Grid=GridClips
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=C:\¿–Ã\Clips\Zaz-Francuzskaya-pesnya-Les-Passants(muzofon.com)_2.mp3ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Grid=GridClips File=C:\¿–Ã\Clips\√Û‰·‡È, ¿ÏÂËÍ‡! ¬.¡ÛÚÛÒÓ‚. Goodbye, America. V. Butusov. old.aviÕ‡È‰ÂÌ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Grid=GridClips File=C:\¿–Ã\Clips\√Û‰·‡È, ¿ÏÂËÍ‡! ¬.¡ÛÚÛÒÓ‚. Goodbye, America. V. Butusov. old.aviÕ‡È‰ÂÌ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Finish Grid=GridClips
22.01.2018 12:42:23:123 |2017522182734909| UGrid.findgridselection Grid=GridLists Cell=2 Result=3
22.01.2018 12:42:23:123 |2017522182734909| Uplaylists.PlaylistToPanel ARow=3
22.01.2018 12:42:23:123 |2017522182734909| Uplaylists.PlaylistToPanel Name=¬ÒÂ ÌÓÏÂ‡  ClipID=PL2017525105553721.plst
22.01.2018 12:42:23:123 |2017522182734909| Uplaylists.PlaylistToPanel Name=ŒÒÌÓ‚ÌÓÈ  ClipID=PL2017529211631348.plst
22.01.2018 12:42:23:123 |2017522182734909| Uplaylists.PlaylistToPanel Name=ƒÓÔÓÎÌËÚÂÎ¸Ì˚È  ClipID=PL2017529212615561.plst
22.01.2018 12:42:23:123 |2017522182734909| UMyFiles.LoadGridFromFile Start FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UGrid.TGridRows.SetDefaultFonts
22.01.2018 12:42:23:123 |2017522182734909| UMyFiles.LoadGridFromFile Finish FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Start Grid=GridActPlayList
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridActPlayList File=C:\¿–Ã\Clips\Zaz-Francuzskaya-pesnya-Les-Passants(muzofon.com)_2.mp3ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridActPlayList File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:23:123 |2017522182734909| UCommon.CheckedClipsInList Finish Grid=GridActPlayList
22.01.2018 12:42:23:123 |2017522182734909| UCommon.loadoldproject Finish
22.01.2018 12:42:23:123 |2017522182734909| UCommon.UpdateProjectPathes NewProject=2017522182734909
22.01.2018 12:42:23:123 |2017522182734909| UInitForms.UpdatePanelAir
22.01.2018 12:42:23:123 |2017522182734909| Form1.Create Finish
22.01.2018 12:42:23:123 |2017522182734909| Message:WMEraseBackGround
22.01.2018 12:42:23:123 |2017522182734909| UInitForms.InitNewProject
22.01.2018 12:42:23:123 |2017522182734909| UInitForms.InitPlaylists
22.01.2018 12:42:23:123 |2017522182734909| UInitForms.InitEditTimeline
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrButtonOptions
22.01.2018 12:42:24:124 |2017522182734909| UGrid.initgrid Grid=StringGrid1 Width=512
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitImportFiles
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitTextTemplates
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitMyMessage
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitImageTemplate
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrSetTemplate
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrSetEventData
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrSortGrid
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrShiftTL
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrShortNum
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrMediaCopy
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFPageSetup
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitfrMyPrint
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitFrLTC
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitfrTimeCode
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitfrMyTextTemplate
22.01.2018 12:42:24:124 |2017522182734909| UInitForms.InitfrNewList
22.01.2018 12:42:24:124 |2017522182734909| Message:WMEraseBackGround
22.01.2018 12:42:25:125 |2017522182734909| TForm1.SpeedButton1Click Input=Yes User=Demo
22.01.2018 12:42:27:127 |2017522182734909| TForm1.sbClipsClick
22.01.2018 12:42:27:127 |2017522182734909| UCommon.SetMainGridPanel Start
22.01.2018 12:42:27:127 |2017522182734909| Message:WMEraseBackGround
22.01.2018 12:42:27:127 |2017522182734909| UCommon.SetMainGridPanel MainGrid=clips
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList Start Grid=GridClips
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=C:\¿–Ã\Clips\Zaz-Francuzskaya-pesnya-Les-Passants(muzofon.com)_2.mp3ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList Grid=GridClips File=C:\¿–Ã\Clips\√Û‰·‡È, ¿ÏÂËÍ‡! ¬.¡ÛÚÛÒÓ‚. Goodbye, America. V. Butusov. old.aviÕ‡È‰ÂÌ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList Grid=GridClips File=C:\¿–Ã\Clips\√Û‰·‡È, ¿ÏÂËÍ‡! ¬.¡ÛÚÛÒÓ‚. Goodbye, America. V. Butusov. old.aviÕ‡È‰ÂÌ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList-1 Grid=GridClips File=ÃÂ‰Ë‡-‰‡ÌÌ˚Â ÌÂ Á‡‰‡Ì˚.ÕÂ ÒÛ˘ÂÒÚ‚ÛÂÚ
22.01.2018 12:42:27:127 |2017522182734909| UCommon.CheckedClipsInList Finish Grid=GridClips
22.01.2018 12:42:27:127 |2017522182734909| UMyFiles.SaveGridToFile Start FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:27:127 |2017522182734909| UMyFiles.SaveGridToFile Finish FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:27:127 |2017522182734909| UCommon.SetMainGridPanel Finish
22.01.2018 12:42:28:128 |2017522182734909| TForm1.GridClipsMouseUp X=177 Y=153
22.01.2018 12:42:28:128 |2017522182734909| UGrid.GridColX-1 Grid=GridClips X=177 Result=3
22.01.2018 12:42:28:128 |2017522182734909| UGrid.GridClickRow-4 Grid=GridClips Y=153 Result=-1
22.01.2018 12:42:28:128 |2017522182734909| UGrid.GridClickRow-4 Grid=GridClips Y=153 Result=-1
22.01.2018 12:42:28:128 |2017522182734909| UGrid.GridClickRow-2 Grid=GridClips Y=153 Result=3
22.01.2018 12:42:28:128 |2017522182734909| UMyFiles.SaveGridToFile Start FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:28:128 |2017522182734909| UMyFiles.SaveGridToFile Finish FileName=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\PlayLists\PL2017529212615561.plst Grid=GridActPlayList
22.01.2018 12:42:29:129 |2017522182734909| TForm1.GridClipsMouseUp X=69 Y=147
22.01.2018 12:42:29:129 |2017522182734909| UGrid.GridColX-1 Grid=GridClips X=69 Result=2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.GridClickRow-4 Grid=GridClips Y=147 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGrid.GridClickRow-4 Grid=GridClips Y=147 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGrid.GridClickRow-2 Grid=GridClips Y=147 Result=3
22.01.2018 12:42:29:129 |2017522182734909| UCommon.PlayClipFromClipsList PredClipID=2017523115073
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadClipsToPlayer Start
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadClipsToPlayer - Œ˜ËÒÚÍ‡ Ô‡ÏˇÚË
22.01.2018 12:42:29:129 |2017522182734909| TForm1.Label2Click Start
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer Start
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer - Œ˜ËÒÚÍ‡ Ô‡ÏˇÚË
22.01.2018 12:42:29:129 |2017522182734909| UMyFiles.DeleteFilesMask Dir=G:\home\ARM_editor\¿–Ã –≈ƒ¿ “Œ–¿ VLC -1\Projects\2017522182734909\Temp Mask=*.undo
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer-Œ˜ËÒÚÍ‡ UNDO
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer |  | File:  | Clip:  | ClipID= | Start= | Duration= 00:07:00:00
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer MyStartPlay=-00:00:00:01 Synchro=false
22.01.2018 12:42:29:129 |2017522182734909| UCommon.SwitcherVideoPanels Command=1
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=0 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=1 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=2 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=3 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=4 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=5 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=6 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=7 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=8 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=9 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=10 Mark:=false SwitcherVideoPanels-2
22.01.2018 12:42:29:129 |2017522182734909| UCommon.TemplateToScreen-2 Clear
22.01.2018 12:42:29:129 |2017522182734909| UMyFiles.LoadClipEditingFromFile Start ClipName=defaultclip
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.ClearBuffer
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.ClearTimeline
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLParameters.UpdateParameters
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=-1 IDTimeline=-1
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer TypeTL=tlDevise
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer ZoneNames.Edit.IDTimeline=1 Position=1
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTLNames.Draw Start
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneScaler.Draw Height=25
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneEditTL.Draw Grid=GridTimeLines Top=45 Height=105
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneEditTL.GridPosition Grid=GridTimeLines Position=1 IDTimeline=1
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Clear
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Add Result=0 IDTimeline=1
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Add Result=1 IDTimeline=2
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Add Result=2 IDTimeline=21
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Add Result=3 IDTimeline=41
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Init Result=152
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TNamesTL.Draw Grid=GridTimeLines Top=162 Height=152
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTimeLineName.Draw Position=0
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTimeLineName.Draw Position=1
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTimeLineName.Draw Position=2
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTimeLineName.Draw Position=3
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TZoneReview.Draw Top=322 Height=45
22.01.2018 12:42:29:129 |2017522182734909| UDrawTimelines.TTLNames.Draw Finish
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer ZoneNames.Draw
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.InitTimelines Start
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.ClearBuffer
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.WriteToBuffer
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.ClearTimeline
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.AddTimeline IDTimeline=1 Position=0
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.FindInBuffer IDTimeline=1 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.AddTimeline IDTimeline=2 Position=1
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.FindInBuffer IDTimeline=2 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.AddTimeline IDTimeline=21 Position=2
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.FindInBuffer IDTimeline=21 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.AddTimeline IDTimeline=41 Position=3
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.FindInBuffer IDTimeline=41 Result=-1
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.ClearBuffer
22.01.2018 12:42:29:129 |2017522182734909| UGRTimelines.TTLZone.InitTimelines Finish
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer TLZone.DrawBitmap
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer TLZone.DrawTimelines
22.01.2018 12:42:29:129 |2017522182734909| UActPlayList.LoadDefaultClipToPlayer CurrentEvents : Number=-1 Image=
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=0 Mark:=false LoadDefaultClipToPlayer-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=1 Mark:=false LoadDefaultClipToPlayer-2
22.01.2018 12:42:29:129 |2017522182734909| UGrid.MarkRowPhraseInGrid Grid=GridGRTemplate MarkCell=0 WorkCell=2 Name=File Text Row=2 Mark:=false LoadDefaultClipToPlayer-2
